candidate_id,rank_cur,final_score_cur,rank_prev,final_score_prev,rank_move
CAND_0099021,31798,0.010978720150887966,99400,0.0,67602
CAND_0099398,33901,0.008107000030577183,99628,0.0,65727
CAND_0098452,33454,0.008303000591695309,99065,0.0,65611
CAND_0097248,32800,0.00874400045722723,98320,0.0,65520
CAND_0098081,33453,0.008303000591695309,98830,0.0,65377
CAND_0099536,34343,0.007911000400781631,99711,0.0,65368
CAND_0097565,33358,0.008319000713527203,98507,0.0,65149
CAND_0097614,33574,0.00825399998575449,98540,0.0,64966
CAND_0097542,33573,0.00825399998575449,98495,0.0,64922
CAND_0095313,32232,0.009660999290645123,97133,0.0,64901
CAND_0098584,34516,0.007862000726163387,99143,0.0,64627
CAND_0095507,32856,0.008694999851286411,97263,0.0,64407
CAND_0099489,35444,0.007567999884486198,99683,0.0,64239
CAND_0097976,34628,0.007813000120222569,98761,0.0,64133
CAND_0095752,33452,0.008303000591695309,97418,0.0,63966
CAND_0095843,33572,0.00825399998575449,97468,0.0,63896
CAND_0096836,34230,0.007960000075399876,98065,0.0,63835
CAND_0096131,33917,0.008071999996900558,97640,0.0,63723
CAND_0093141,32289,0.009533220902085304,95772,0.0,63483
CAND_0097658,35441,0.007567999884486198,98566,0.0,63125
CAND_0097023,35255,0.00761700002476573,98188,0.0,62933
CAND_0096240,34802,0.007763999979943037,97695,0.0,62893
CAND_0099004,36613,0.007175999693572521,99390,0.0,62777
CAND_0095360,34509,0.007862000726163387,97165,0.0,62656
CAND_0095712,34798,0.007763999979943037,97392,0.0,62594
CAND_0093226,33239,0.008400999940931797,95821,0.0,62582
CAND_0092683,33052,0.008547999896109104,95508,0.0,62456
CAND_0096221,35254,0.00761700002476573,97685,0.0,62431
CAND_0092095,32746,0.008793000131845474,95153,0.0,62407
CAND_0091577,32557,0.008988999761641026,94822,0.0,62265
CAND_0098840,37063,0.007029000204056501,99289,0.0,62226
CAND_0096772,35998,0.007420999929308891,98025,0.0,62027
CAND_0095375,35251,0.00761700002476573,97175,0.0,61924
CAND_0094793,34936,0.0077149998396635056,96805,0.0,61869
CAND_0095508,35436,0.007567999884486198,97264,0.0,61828
CAND_0096430,36075,0.007372000254690647,97812,0.0,61737
CAND_0098400,37340,0.006881999783217907,99026,0.0,61686
CAND_0097461,36826,0.007127000018954277,98448,0.0,61622
CAND_0096867,36584,0.00722500029951334,98090,0.0,61506
CAND_0090934,32916,0.008646000176668167,94421,0.0,61505
CAND_0093931,34934,0.0077149998396635056,96268,0.0,61334
CAND_0094594,35435,0.007567999884486198,96683,0.0,61248
CAND_0089181,32184,0.00977300014346838,93353,0.0,61169
CAND_0092305,34110,0.008009000681340694,95275,0.0,61165
CAND_0095831,36313,0.007323000114411116,97461,0.0,61148
CAND_0094121,35248,0.00761700002476573,96378,0.0,61130
CAND_0097675,37454,0.006833000108599663,98578,0.0,61124
CAND_0091121,33567,0.00825399998575449,94541,0.0,60974
CAND_0096922,37267,0.006931000389158726,98120,0.0,60853
CAND_0093056,34930,0.0077149998396635056,95721,0.0,60791
