candidate_id,rank_cur,final_score_cur,rank_prev,final_score_prev,rank_move
CAND_0077337,1,1.203744649887085,1,1.203744649887085,0
CAND_0055905,2,1.1462827920913696,2,1.1462827920913696,0
CAND_0094759,3,1.124975562095642,3,1.124975562095642,0
CAND_0046064,4,1.085424780845642,4,1.085424780845642,0
CAND_0079387,5,1.0749847888946533,5,1.0749847888946533,0
CAND_0008425,6,1.0728126764297485,6,1.0728126764297485,0
CAND_0068811,7,1.0485457181930542,7,1.0485457181930542,0
CAND_0092278,8,1.0240941047668457,8,1.0240941047668457,0
CAND_0033861,9,1.0166603326797485,9,1.0166603326797485,0
CAND_0030953,10,1.0028162002563477,10,1.0028162002563477,0
CAND_0041611,11,0.9859382510185242,11,0.9859382510185242,0
CAND_0044883,12,0.933388352394104,12,0.933388352394104,0
CAND_0071974,13,0.9304571747779846,13,0.9304571747779846,0
CAND_0086151,14,0.9273962378501892,14,0.9273962378501892,0
CAND_0080766,15,0.8928436040878296,15,0.8928436040878296,0
CAND_0060054,16,0.886974036693573,16,0.886974036693573,0
CAND_0010685,17,0.8782598376274109,17,0.8782598376274109,0
CAND_0031593,18,0.8761906027793884,18,0.8761906027793884,0
CAND_0018499,19,0.87114018201828,19,0.87114018201828,0
CAND_0005649,20,0.8607098460197449,20,0.8607098460197449,0
CAND_0026532,21,0.8440195918083191,21,0.8440195918083191,0
CAND_0096172,22,0.8440195918083191,22,0.8440195918083191,0
CAND_0037000,23,0.8431695103645325,23,0.8431695103645325,0
CAND_0046525,24,0.8399577140808105,24,0.8399577140808105,0
CAND_0081846,25,0.8384934067726135,25,0.8384934067726135,0
CAND_0054123,26,0.8383581638336182,26,0.8383581638336182,0
CAND_0043228,27,0.8317244648933411,27,0.8317244648933411,0
CAND_0061265,28,0.8317244648933411,28,0.8317244648933411,0
CAND_0088025,29,0.828628420829773,29,0.828628420829773,0
CAND_0086022,30,0.8246857523918152,30,0.8246857523918152,0
CAND_0007009,31,0.8242999911308289,31,0.8242999911308289,0
CAND_0028793,32,0.8177071213722229,32,0.8177071213722229,0
CAND_0041568,33,0.8130516409873962,33,0.8130516409873962,0
CAND_0051292,34,0.8120500445365906,34,0.8120500445365906,0
CAND_0027801,35,0.8095974922180176,35,0.8095974922180176,0
CAND_0076251,36,0.8043199777603149,36,0.8043199777603149,0
CAND_0044855,37,0.7870005965232849,37,0.7870005965232849,0
CAND_0099401,38,0.7732728123664856,38,0.7732728123664856,0
CAND_0016163,39,0.7669727802276611,39,0.7669727802276611,0
CAND_0094056,40,0.7649620175361633,40,0.7649620175361633,0
CAND_0036863,41,0.7645960450172424,41,0.7645960450172424,0
CAND_0007412,42,0.7625671029090881,42,0.7625671029090881,0
CAND_0041669,43,0.7586934566497803,43,0.7586934566497803,0
CAND_0081686,44,0.7473704218864441,44,0.7473704218864441,0
CAND_0041610,45,0.7437785267829895,45,0.7437785267829895,0
CAND_0098846,46,0.739392101764679,46,0.739392101764679,0
CAND_0005260,47,0.7339749336242676,47,0.7339749336242676,0
CAND_0066376,48,0.7303409576416016,48,0.7303409576416016,0
CAND_0050454,49,0.7200959920883179,49,0.7200959920883179,0
CAND_0057563,50,0.7191677689552307,50,0.7191677689552307,0
