candidate_id,rank_cur,final_score_cur,rank_prev,final_score_prev,rank_move
CAND_0099049,18575,0.07994573563337326,99335,0.0,80760
CAND_0089012,11509,0.09293800592422485,92242,0.0,80733
CAND_0099979,21122,0.04532399773597717,99985,0.0,78863
CAND_0099873,21129,0.04503000155091286,99913,0.0,78784
CAND_0099770,21500,0.03835200145840645,99841,0.0,78341
CAND_0099246,21200,0.043643999844789505,99466,0.0,78266
CAND_0098982,21135,0.04481999948620796,99285,0.0,78150
CAND_0098717,21118,0.04540800303220749,99107,0.0,77989
CAND_0099070,21499,0.03835200145840645,99350,0.0,77851
CAND_0098804,21429,0.03894000127911568,99158,0.0,77729
CAND_0099046,21651,0.03776400163769722,99332,0.0,77681
CAND_0099187,21775,0.03717599809169769,99427,0.0,77652
CAND_0097189,20455,0.07124409824609756,98044,0.0,77589
CAND_0098113,21191,0.04372800141572952,98671,0.0,77480
CAND_0098691,21650,0.03776400163769722,99088,0.0,77438
CAND_0098480,21774,0.03717599809169769,98936,0.0,77162
CAND_0098455,21773,0.03717599809169769,98920,0.0,77147
CAND_0097753,21498,0.03835200145840645,98422,0.0,76924
CAND_0096408,20659,0.0697103962302208,97481,0.0,76822
CAND_0097793,21649,0.03776400163769722,98451,0.0,76802
CAND_0097751,21648,0.03776400163769722,98421,0.0,76773
CAND_0097656,21647,0.03776400163769722,98354,0.0,76707
CAND_0096873,21166,0.04431600123643875,97817,0.0,76651
CAND_0097502,21646,0.03776400163769722,98248,0.0,76602
CAND_0097007,21329,0.04129200056195259,97911,0.0,76582
CAND_0097630,21772,0.03717599809169769,98333,0.0,76561
CAND_0097577,21771,0.03717599809169769,98296,0.0,76525
CAND_0096709,21378,0.040031999349594116,97700,0.0,76322
CAND_0096831,21497,0.03835200145840645,97782,0.0,76285
CAND_0096080,21097,0.04755000025033951,97265,0.0,76168
CAND_0096237,21328,0.04129200056195259,97362,0.0,76034
CAND_0095975,21190,0.04372800141572952,97196,0.0,76006
CAND_0096607,21645,0.03776400163769722,97624,0.0,75979
CAND_0096552,21644,0.03776400163769722,97586,0.0,75942
CAND_0096721,21770,0.03717599809169769,97708,0.0,75938
CAND_0096436,21643,0.03776400163769722,97501,0.0,75858
CAND_0095686,21165,0.04431600123643875,96993,0.0,75828
CAND_0095696,21347,0.04070400074124336,97000,0.0,75653
CAND_0095344,21126,0.04508700221776962,96750,0.0,75624
CAND_0095541,21496,0.03835200145840645,96895,0.0,75399
CAND_0095257,21346,0.04070400074124336,96691,0.0,75345
CAND_0094901,21495,0.03835200145840645,96431,0.0,74936
CAND_0094424,21428,0.03894000127911568,96082,0.0,74654
CAND_0094415,21642,0.03776400163769722,96074,0.0,74432
CAND_0094158,21494,0.03835200145840645,95886,0.0,74392
CAND_0093334,21089,0.048517003655433655,95298,0.0,74209
CAND_0094151,21769,0.03717599809169769,95881,0.0,74112
CAND_0093864,21768,0.03717599809169769,95683,0.0,73915
CAND_0093066,21493,0.03835200145840645,95112,0.0,73619
CAND_0092850,21361,0.04062000289559364,94980,0.0,73619
